strategy,return_train_pct,dd_train_pct,dd_train_intrabar_pct,exec_reject_rate_train,exec_round_rate_train,return_test_pct,dd_test_pct,dd_test_intrabar_pct,exec_reject_rate_test,exec_round_rate_test,tested,liquidated_train,liquidated_test,peak_notional_pct_equity_train,peak_notional_pct_equity_test,peak_qty_mult_train,peak_qty_mult_test,cap_hit_rate_train,cap_hit_rate_test,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,martingale_max_loss_streak_train,martingale_max_loss_streak_test,martingale_max_step_used_train,martingale_max_step_used_test,martingale_max_multiplier_used_train,martingale_max_multiplier_used_test,grid_max_adds_used_train,grid_max_adds_used_test,grid_max_multiplier_used_train,grid_max_multiplier_used_test,fast_period,slow_period,tp_mode,tp_rr,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,sl_atr_period,sl_atr_mult,rsi_period,rsi_low_th,rsi_high_th,bb_period,bb_std,range_lookback,range_buffer_pct,stoch_k_period,stoch_d_period,stoch_oversold,stoch_overbought,rank_pre_wf,rank_post_wf,rank_delta
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,234,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,False,False,6.618261743595407,,,,,,14.0,3.6566858400923983,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,242,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,atr,True,True,,53.0,2.8690682292369827,,,,10.0,3.4296926253715236,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,247,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.8702983760419741,4.425227962863716,pct,True,False,7.309845394677194,,,,,,10.0,3.069553456263406,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,253,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.5237204626848052,1.2471688399572358,atr,False,True,,55.0,3.982058015002974,,,,11.0,3.728933167950646,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,259,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.854037562647845,0.6045719315302687,pct,False,True,9.672452182229627,,,,,,14.0,3.7662489328692708,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,260,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,True,True,9.140695036668278,,,,,,11.0,3.7662489328692708,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,261,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.1440350368177879,0.23774344980458822,pct,True,False,4.411571422925568,,,,,,11.0,3.405389436973959,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,263,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,True,True,5.074121128667247,,,,,,14.0,3.7662489328692708,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,269,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.8927418422696987,1.9362339997069689,pct,True,False,8.77699165662834,,,,,,16.0,3.9362077360911414,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,271,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.7294091024453369,0.07912117845817557,pct,True,True,5.634639024120238,,,,,,15.0,3.7662489328692708,,,,,,,4,,
